PG;MEC505M171;Capacitação para Tutoria em Educação a Distância (EaD);Q1;;EAD;4;#N/D;#N/D
G;DABCM0506-15SB;Comunicação e Redes;Q2;Diurno;SB;3;quarta das 16:00 às 18:00, sala A1-S202-SB, semanal/sexta das 14:00 às 16:00, sala A1-S202-SB, quinzenal II;0
G;DAESZA009-17SA;Redes de Barramento de Campo;Q2;Diurno;SA;3;segunda das 14:00 às 15:00, Lab. S - 306-1, quinzenal I/segunda das 14:00 às 17:00, Lab. S - 306-1, quinzenal II/segunda das 16:00 às 17:00, Lab. S - 306-1, quinzenal I;segunda das 15:00 às 16:00, Lab. 408-1, quinzenal I
PG;MEC505M172;Capacitação para Tutoria em Educação a Distância (EaD);Q2;;SA;4;#N/D;#N/D
G;DAMCTB014-13SA;Extensões Algébricas;Q1;Diurno;SA;4;quarta das 10:00 às 12:00, sala S - 502, semanal/sexta das 08:00 às 10:00, sala S - 502, semanal ;0
G;NA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. A - 103-0, semanal/sexta das 21:00 às 23:00, Lab. A - 103-0, semanal ;0
G;NB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. S - 214-0, semanal/sexta das 19:00 às 21:00, Lab. S - 311-2, semanal ;0
PG;MAT114M172;Representação de Grupo Finitos;Q2;;SA;4;#N/D;#N/D
PG;MAT213M173;Álgebras de Lie;Q3;;SA;4;#N/D;#N/D
G;DA6BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 10:00 às 12:00, Lab. L703, semanal 
G;DB6BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 08:00 às 10:00, Lab. L703, semanal 
G;NA1BIS0005-15SB;Bases Computacionais da Ciência;Q2;Noturno;SB;2;0;terca das 21:00 às 23:00, sala A1-L002-SB, semanal 
G;NB1BIS0005-15SB;Bases Computacionais da Ciência;Q2;Noturno;SB;2;0;terca das 19:00 às 21:00, sala A1-L002-SB, semanal 
PG;CCM003D172;Seminários em Computação;Q2;;SA;2;#N/D;#N/D
G;DSBCM0505-15SA;Processamento da Informação - EAD;Q3;Diurno;SA;3;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, salas 205-0 e 207-0; Primeira Prova dia 15/03/17 das 17:00 às 19:00, salas 205-0 e 207-0 "; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;NA3MCTA028-15SA;Programação Estruturada;Q3;Noturno;SA;4;quarta das 21:00 às 23:00, sala S - 207-0, semanal ;sexta das 19:00 às 21:00, lab. 407-2, semanal 
G;NA4MCTA028-15SA;Programação Estruturada;Q3;Noturno;SA;4;quarta das 21:00 às 23:00, sala S - 207-0, semanal ;sexta das 21:00 às 23:00, lab. 407-2, semanal 
G;NA1BCM0505-15SB;Processamento da Informação;Q2;Noturno;SB;3;terca das 19:00 às 21:00, sala A2-S105-SB, semanal/sexta das 21:00 às 23:00, sala A2-S105-SB, quinzenal I;quinta das 21:00 às 23:00, sala A2-L003-SB, semanal 
G;DA8BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 10:00 às 12:00, Lab. 402-2, semanal 
G;DB8BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 08:00 às 10:00, Lab. 402-2, semanal 
G;NA4BIS0005-15SB;Bases Computacionais da Ciência;Q2;Noturno;SB;2;0;segunda das 21:00 às 23:00, Lab. A2-L003-SB, semanal 
G;NA1MCTA037-17SA;Banco de Dados;Q3;Noturno;SA;1;segunda das 19:00 às 21:00, sala S - 206-0, semanal/quinta das 21:00 às 23:00, sala S - 206-0, quinzenal II;quinta das 21:00 às 23:00, lab. 407-2, quinzenal I
G;DAMCZA010-13SA;Laboratório de Engenharia de Software;Q3;Diurno;SA;4;0;terca das 08:00 às 10:00, lab. 409-2, semanal/sexta das 10:00 às 12:00, lab. 409-2, semanal 
G;NABCS0002-15SB;Projeto Dirigido;Q1;Noturno;SB;2;segunda das 21:00 às 23:00, sala A1-S201-SB, semanal ;0
G;DAMCTC019-15SB;Neurobiologia Molecular e Celular;Q1;Diurno;SB;2;segunda das 08:00 às 10:00, sala A1-S105-SB, semanal/quinta das 10:00 às 12:00, sala A1-S105-SB, semanal ;quarta das 08:00 às 10:00, sala A1-L305-SB, semanal 
G;NAMCTC019-15SB;Neurobiologia Molecular e Celular;Q1;Noturno;SB;4;segunda das 19:00 às 21:00, sala A1-S105-SB, semanal/quinta das 21:00 às 23:00, sala A1-S105-SB, semanal ;quarta das 19:00 às 21:00, sala A1-L305-SB, semanal 
G;DAMCZC001-15SB;Patologias do Sistema Nervoso Central;Q2;Diurno;SB;4;segunda das 10:00 às 12:00, Lab. A1-S106-SB, semanal/quarta das 08:00 às 10:00, Lab. A1-S106-SB, semanal ;0
G;NAMCZC001-15SB;Patologias do Sistema Nervoso Central;Q2;Noturno;SB;4;segunda das 21:00 às 23:00, Lab. A1-S106-SB, semanal/quarta das 19:00 às 21:00, Lab. A1-S106-SB, semanal ;0
EX;;Neurociência e Educação - Desmistificando o Cérebro;Q3;;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA1BIS0005-15SB;Bases Computacionais da Ciência;Q1;Diurno;SB;2;0;terca das 10:00 às 12:00, sala A1-L002-SB, semanal 
G;DB1BIS0005-15SB;Bases Computacionais da Ciência;Q1;Diurno;SB;2;0;terca das 08:00 às 10:00, sala A1-L002-SB, semanal 
PG;NCG002D172;Métodos Quantitativos em Neurociência;Q2;;SB;3;#N/D;#N/D
PG;NCG003D171;Ciências Cognitivas;Q1;;SB;3;#N/D;#N/D
PG;NCG002M172;Métodos Quantitativos em Neurociência;Q2;;SB;3;#N/D;#N/D
G;NAMCTD007-13SA;Fundamentos de Geometria;Q1;Noturno;SA;4;terca das 19:00 às 21:00, sala A - 110-0, semanal/quinta das 21:00 às 23:00, sala A - 110-0, semanal ;0
G;NAMCTD009-13SA;Geometria Plana e Construções Geométricas;Q1;Noturno;SA;4;terca das 21:00 às 23:00, sala A - 110-0, semanal/quinta das 19:00 às 21:00, sala A - 110-0, semanal ;0
G;;Estágio Supervisionado em Matemática - Ensino Fundamental;Q1;Noturno;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
EX;;O Ensino de Álgebra para a Educação Básica;Q1;;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DAMCTD012-13SA;Práticas de Ensino de Matemática II;Q3;Diurno;SA;3;0;quarta das 10:00 às 11:30, lab. 401-2, semanal/quinta das 08:30 às 10:00, lab. 401-2, semanal 
G;DANHT5013-15SA;Práticas de Ensino de Ciências e Matemática no Ensino Fundamental;Q3;Diurno;SA;2;segunda das 10:00 às 12:00, sala S - 305-3, semanal/quarta das 08:00 às 10:00, sala S - 305-3, semanal ;0
G;;Estágio Supervisionado em Matemática - Ensino Médio I, II e III;Q3;Noturno;;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;;Estágio Supervisionado em Matemática - Ensino Médio I, II e III;Q3;Noturno;;2;0;Terça das 14:00 às18:00, Lab. 407-2
PG;MAT161M172;Geometria Diferencial;Q2;;SA;4;#N/D;#N/D
G;NAMCTB017-13SA;Geometria Diferencial II;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. L704, semanal/quinta das 19:00 às 21:00, Lab. L704, semanal ;0
G;NAMCTD005-13SA;Fundamentos de Álgebra;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. L704 (Lab. de aula - bloco B), semanal/quinta das 21:00 às 23:00, Lab. L704, semanal ;0
G;;Estágio Supervisionado em Matemática - Ensino Médio;Q2;;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DSBIS0003-15SA;Bases Matemáticas;Q3;Diurno;SA;4;terca das 14:00 às 16:00, sala S - 208-0, semanal/sexta das 14:00 às 16:00, sala S - 208-0, semanal ;0
G;;Coordenador de Bases Matemáticas;Q3;Noturno;;2;0;Terça das 14:00 às18:00, Lab. 407-2
PG;MAT266D173;Variedades Diferenciáveis;Q3;;SA;2;#N/D;#N/D
PG;MAT266M173;Variedades Diferenciáveis;Q3;;SA;2;#N/D;#N/D
PG;;Geometria;Q3;;SA;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA1BCM0505-15SB;Processamento da Informação;Q1;Diurno;SB;2;terca das 08:00 às 10:00, sala A2-S105-SB, semanal/sexta das 10:00 às 12:00, sala A2-S105-SB, quinzenal I;quinta das 10:00 às 12:00, sala A2-L003-SB, semanal 
G;NA5BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 19:00 às 21:00, sala A - 102-0, semanal/sexta das 21:00 às 23:00, sala A - 102-0, quinzenal I;quinta das 21:00 às 23:00, sala L505, semanal 
G;NA5BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 19:00 às 21:00, sala A - 102-0, semanal/sexta das 21:00 às 23:00, sala A - 102-0, quinzenal I;quinta das 21:00 às 23:00, sala L505, semanal 
G;;Coordenador de Projeto de Graduação em Computação - PGC;Q1;Noturno;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA1MCTA016-13SA;Paradigmas de Programação;Q2;Noturno;SA;2;segunda das 21:00 às 23:00, Lab. S - 301-1, semanal ;quinta das 19:00 às 21:00, Lab. 409-2, quinzenal II e Lab. de aula 311-2 quinzenal I
G;DAMCZA005-17SA;Banco de Dados de Apoio à Tomada de Decisão;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. S - 306-2, semanal ;sexta das 08:00 às 10:00, Lab. 407-2, semanal 
G;;Coordenador de Projeto de Graduação em Computação - PGC;Q2;;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;;Coordenador de Projeto de Graduação em Computação - PGC;Q3;Noturno;;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DSBCM0505-15SB;Processamento da Informação - EAD;Q1;Diurno;EAD;2;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, sala A1-S206-SB; Primeira Prova dia 15/03/17 das 17:00 às 19:00, sala A1-S206-SB"; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;DS1BCM0505-15SB;Processamento da Informação - EAD;Q1;Diurno;EAD;2;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, sala A1-S206-SB; Primeira Prova dia 15/03/17 das 17:00 às 19:00, sala A1-S206-SB"; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;DA3BIS0005-15SB;Bases Computacionais da Ciência;Q1;Diurno;SB;2;0;terca das 10:00 às 12:00, sala A2-L001-SB, semanal 
G;DB3BIS0005-15SB;Bases Computacionais da Ciência;Q1;Diurno;SB;2;0;terca das 08:00 às 10:00, sala A2-L003-SB, semanal 
G;NA1BIS0005-15SB;Bases Computacionais da Ciência;Q1;Noturno;SB;2;0;terca das 21:00 às 23:00, sala A1-L002-SB, semanal 
G;DSBCM0505-15SA;Processamento da Informação - EAD;Q3;Diurno;SA;4;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, salas 205-0 e 207-0; Primeira Prova dia 15/03/17 das 17:00 às 19:00, salas 205-0 e 207-0 "; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;NAMCZA028-13SA;Sistemas Multiagentes;Q3;Noturno;SA;4;segunda das 21:00 às 23:00, sala S - 306-2, semanal/quarta das 19:00 às 21:00, sala S - 306-2, quinzenal I;quarta das 19:00 às 21:00, lab. 409-2, quinzenal II
PG;MAT311M171;Seminários do Programa de Matemática I;Q1;;SA;1;#N/D;#N/D
PG;MAT314D171;Seminários do Programa de Matermática IV;Q1;;SA;1;#N/D;#N/D
G;DAMCTB018-13SA;Grupos;Q1;Diurno;SA;4;quarta das 08:00 às 10:00, sala S - 502, semanal/sexta das 10:00 às 12:00, sala S - 502, semanal ;0
G;NAMCTB018-13SA;Grupos;Q1;Noturno;SA;4;quarta das 19:00 às 21:00, sala S - 502, semanal/sexta das 21:00 às 23:00, sala S - 502, semanal ;0
PG;MAT215M172;Tópicos em Álgebra I;Q2;;SA;4;#N/D;#N/D
G;DAMCTB007-17SA;Anéis e Corpos;Q2;Diurno;SA;4;quarta das 10:00 às 12:00, Lab. S - 502, semanal/sexta das 08:00 às 10:00, Lab. S - 502, semanal ;0
G;DAMCZC013-15SB;Memória e Aprendizagem;Q1;Diurno;SB;1;segunda das 08:00 às 10:00, sala A1-S106-SB, semanal/quinta das 10:00 às 12:00, sala A1-S106-SB, semanal ;0
PG;NCG102M171;Memória e Aprendizagem;Q1;;SB;2;#N/D;#N/D
PG;NCG104D172;Desenvolvimento Neural e Cognitivo;Q2;;SB;2;#N/D;#N/D
EX;;Curso de Férias: Neurociência e Cognição;Q2;;SB;1;0;Terça das 14:00 às18:00, Lab. 407-2
EX;;Projeto Ativamente UFABC;Q3;;;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;NABCN0404-15SA;Geometria Analítica;Q1;Noturno;SA;3;segunda das 21:00 às 23:00, sala S - 204-0, quinzenal I/quinta das 19:00 às 21:00, sala S - 204-0, semanal ;0
G;NBBCN0404-15SA;Geometria Analítica;Q1;Noturno;SA;3;segunda das 19:00 às 21:00, sala S - 208-0, quinzenal I/quinta das 21:00 às 23:00, sala S - 208-0, semanal ;0
G;DA3BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 103-0, semanal/sexta das 08:00 às 10:00, Lab. A - 103-0, semanal ;0
G;DB3BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. S - 208-0, semanal/sexta das 10:00 às 12:00, Lab. S - 205-0, semanal ;0
G;NA1BCN0404-15SA;Geometria Analítica;Q3;Noturno;SA;3;segunda das 19:00 às 21:00, sala A - 101-0, quinzenal I/sexta das 19:00 às 21:00, sala A - 101-0, semanal ;0
G;DAMCTB026-17SA;Topologia;Q3;Diurno;SA;4;quarta das 10:00 às 12:00, sala S - 501, semanal/sexta das 08:00 às 10:00, sala S - 501, semanal ;0
G;DABCN0402-15SA;Funções de Uma Variável;Q1;Diurno;SA;4;segunda das 14:00 às 16:00, sala S - 208-0, semanal/quinta das 16:00 às 18:00, sala S - 208-0, semanal ;0
G;DAMCTB009-13SA;Cálculo Numérico;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala S - 208-0, semanal/quarta das 10:00 às 12:00, sala S - 208-0, semanal ;0
G;DBMCTB009-13SA;Cálculo Numérico;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala A - 106-0, semanal/quarta das 08:00 às 10:00, sala A - 106-0, semanal ;0
G;;Coordenador de Cálculo Numérico;Q1;Noturno;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA3BCN0404-15SA;Geometria Analítica;Q3;Diurno;SA;3;segunda das 08:00 às 10:00, sala A - 103-0, quinzenal I/sexta das 08:00 às 10:00, sala A - 103-0, semanal ;0
G;DB3BCN0404-15SA;Geometria Analítica;Q3;Diurno;SA;3;segunda das 10:00 às 12:00, sala S - 208-0, quinzenal I/sexta das 10:00 às 12:00, sala S - 208-0, semanal ;0
G;DA3BCM0505-15SB;Processamento da Informação;Q1;Diurno;SB;2;terca das 08:00 às 10:00, sala A2-S102-SB, semanal/sexta das 10:00 às 12:00, sala A2-S102-SB, quinzenal I;quinta das 10:00 às 12:00, sala A1-L101-SB, semanal 
G;NA1BCM0505-15SB;Processamento da Informação;Q1;Noturno;SB;2;terca das 19:00 às 21:00, sala A2-S105-SB, semanal/sexta das 21:00 às 23:00, sala A2-S105-SB, quinzenal I;quinta das 21:00 às 23:00, sala A2-L003-SB, semanal 
G;DABIS0005-15SA;Bases Computacionais da Ciência;Q1;Diurno;SA;2;0;quarta das 16:00 às 18:00, sala 402-2, semanal 
G;NABIS0005-15SA;Bases Computacionais da Ciência;Q1;Noturno;SA;2;0;quarta das 21:00 às 23:00, sala 402-2, semanal 
G;NA9BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 21:00 às 23:00, Lab. 404-2, semanal 
G;DAMCTA007-17SA;Compiladores;Q2;Diurno;SA;4;segunda das 08:00 às 10:00, Lab. S - 308-2, semanal ;quarta das 10:00 às 12:00, Lab. 407-2, semanal 
G;NA1MCTA007-17SA;Compiladores;Q2;Noturno;SA;4;segunda das 19:00 às 21:00, Lab. S - 309-2, semanal ;quarta das 21:00 às 23:00, Lab. 402-2, semanal 
G;NAMCTB015-13SA;Funções de Variáveis Complexas;Q1;Noturno;SA;6;segunda das 19:00 às 21:00, sala S - 501, semanal/quarta das 21:00 às 23:00, sala S - 501, semanal/sexta das 19:00 às 21:00, sala S - 501, semanal ;0
G;NA1MCTB001-17SA;Álgebra Linear;Q3;Noturno;SA;6;segunda das 19:00 às 21:00, sala A - 110-0, semanal/quarta das 21:00 às 23:00, sala A - 110-0, semanal/sexta das 19:00 às 21:00, sala A - 110-0, semanal ;0
G;NB1MCTB001-17SA;Álgebra Linear;Q3;Noturno;SA;6;segunda das 21:00 às 23:00, sala S - 204-0, semanal/quarta das 19:00 às 21:00, sala S - 205-0, semanal/sexta das 21:00 às 23:00, sala S - 205-0, semanal ;0
PG;;Fundamentos de Cálculo;Q2;;SA;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. A - 104-0, semanal/sexta das 21:00 às 23:00, Lab. A - 104-0, semanal ;0
G;NB3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. A - 114-0, semanal/sexta das 19:00 às 21:00, Lab. A - 114-0, semanal ;0
G;;Coordenador de Introdução às Equações Diferenciais Ordinárias;Q2;;;3;0;Terça das 14:00 às18:00, Lab. 407-2
PG;FIS404M172;Relatividade Geral;Q2;;SA;4;#N/D;#N/D
G;DZBIS0003-15;Bases Matemáticas;Q3;Diurno;15;4;#N/D;#N/D
G;DABCM0504-15SA;Natureza da Informação;Q1;Diurno;SA;3;segunda das 14:00 às 16:00, sala A - 104-0, quinzenal II/quarta das 16:00 às 18:00, sala A - 104-0, semanal ;0
G;NABCM0504-15SA;Natureza da Informação;Q1;Noturno;SA;3;segunda das 19:00 às 21:00, sala A - 104-0, quinzenal II/quarta das 21:00 às 23:00, sala A - 104-0, semanal ;0
G;NA1BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 19:00 às 21:00, sala A - 101-0, semanal/sexta das 21:00 às 23:00, sala A - 101-0, quinzenal I;quinta das 21:00 às 23:00, sala L501, semanal 
G;DA2BCM0504-15SA;Natureza da Informação;Q3;Diurno;SA;3;segunda das 08:00 às 10:00, sala A - 101-0, quinzenal II/quinta das 10:00 às 12:00, sala A - 101-0, semanal ;0
G;DB2BCM0504-15SA;Natureza da Informação;Q3;Diurno;SA;3;segunda das 10:00 às 12:00, sala A - 105-0, quinzenal II/quinta das 08:00 às 10:00, sala A - 105-0, semanal ;0
G;DSBCM0505-15SA;Processamento da Informação - EAD;Q3;Diurno;SA;2;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, salas 205-0 e 207-0; Primeira Prova dia 15/03/17 das 17:00 às 19:00, salas 205-0 e 207-0 "; ECONTROS SERÁO BREVEMENTE PUBLICADOS
PG;CCM104D173;Teoria da Computação;Q3;;SA;2;#N/D;#N/D
PG;CCM104M173;Teoria da Computação;Q3;;SA;2;#N/D;#N/D
EX;;Programação em Python para Iniciantes;Q3;;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DB6BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 10:00 às 12:00, sala A - 105-0, semanal/sexta das 08:00 às 10:00, sala A - 105-0, quinzenal I;quinta das 08:00 às 10:00, sala 402-2, semanal 
G;NA4BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;3;terca das 19:00 às 21:00, sala A - 102-0, semanal/sexta das 21:00 às 23:00, sala A - 102-0, quinzenal I;quinta das 21:00 às 23:00, sala L504, semanal 
G;NA5BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 19:00 às 21:00, sala A - 102-0, semanal/sexta das 21:00 às 23:00, sala A - 102-0, quinzenal I;quinta das 21:00 às 23:00, sala L505, semanal 
G;NA6BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 19:00 às 21:00, sala A - 102-0, semanal/sexta das 21:00 às 23:00, sala A - 102-0, quinzenal I;quinta das 21:00 às 23:00, sala L506, semanal 
G;DA1MCTA018-13SA;Programação Orientada a Objetos;Q2;Diurno;SA;2;terca das 08:00 às 10:00, Lab. S - 311-2, semanal ;quinta das 08:00 às 10:00, Lab. 407-2, semanal 
G;DA2MCTA018-13SA;Programação Orientada a Objetos;Q2;Diurno;SA;2;terca das 08:00 às 10:00, Lab. S - 311-2, semanal ;quinta das 10:00 às 12:00, Lab. 407-2, semanal 
G;NA3MCTA018-13SA;Programação Orientada a Objetos;Q2;Noturno;SA;2;terca das 19:00 às 21:00, Lab. S - 301-3, semanal ;quinta das 19:00 às 21:00, Lab. 403-2, semanal 
G;NA4MCTA018-13SA;Programação Orientada a Objetos;Q2;Noturno;SA;2;terca das 19:00 às 21:00, Lab. S - 301-3, semanal ;quinta das 21:00 às 23:00, Lab. 404-2, semanal 
G;DA1BCN0407-15SB;Funções de Várias Variáveis;Q1;Diurno;SB;4;segunda das 10:00 às 12:00, sala A1-S203-SB, semanal/quinta das 08:00 às 10:00, sala A1-S203-SB, semanal ;0
G;DB1BCN0407-15SB;Funções de Várias Variáveis;Q1;Diurno;SB;4;segunda das 08:00 às 10:00, sala A1-S205-SB, semanal/quinta das 10:00 às 12:00, sala A1-S205-SB, semanal ;0
G;DA2BCN0404-15SB;Geometria Analítica;Q3;Diurno;SB;3;segunda das 08:00 às 10:00, sala A1-S202-SB, quinzenal I/sexta das 08:00 às 10:00, sala A1-S202-SB, semanal ;0
G;NA1BCN0404-15SB;Geometria Analítica;Q3;Noturno;SB;3;segunda das 19:00 às 21:00, sala A1-S201-SB, quinzenal I/sexta das 19:00 às 21:00, sala A1-S201-SB, semanal ;0
G;NBBCN0404-15SB;Geometria Analítica;Q3;Noturno;SB;3;segunda das 19:00 às 21:00, sala A2-S105-SB, quinzenal I/quinta das 21:00 às 23:00, sala A2-S105-SB, semanal ;0
G;DA2BCN0407-15SA;Funções de Várias Variáveis;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala A - 102-0, semanal/quinta das 08:00 às 10:00, sala A - 102-0, semanal ;0
G;DA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. A - 102-0, semanal/sexta das 10:00 às 12:00, Lab. A - 102-0, semanal ;0
G;DA1BCN0402-15SA;Funções de Uma Variável;Q3;Diurno;SA;4;terca das 10:00 às 12:00, sala A - 102-0, semanal/quinta das 08:00 às 10:00, sala A - 102-0, semanal ;0
G;DABCM0506-15SB;Comunicação e Redes;Q1;Diurno;SB;3;quarta das 16:00 às 18:00, sala A1-S202-SB, semanal/sexta das 14:00 às 16:00, sala A1-S202-SB, quinzenal II;0
G;NABCM0506-15SB;Comunicação e Redes;Q1;Noturno;SB;3;quarta das 21:00 às 23:00, sala A2-S201-SB, semanal/sexta das 19:00 às 21:00, sala A2-S201-SB, quinzenal II;0
G;DA1BCM0504-15SB;Natureza da Informação;Q3;Diurno;SB;3;segunda das 08:00 às 10:00, sala A1-S201-SB, quinzenal II/quinta das 10:00 às 12:00, sala A1-S201-SB, semanal ;0
G;DBBCM0504-15SB;Natureza da Informação;Q3;Diurno;SB;3;segunda das 10:00 às 12:00, sala A2-S101-SB, quinzenal II/quinta das 08:00 às 10:00, sala A2-S101-SB, semanal ;0
G;NA1BCM0504-15SB;Natureza da Informação;Q3;Noturno;SB;3;segunda das 19:00 às 21:00, sala A1-S201-SB, quinzenal II/quinta das 21:00 às 23:00, sala A1-S201-SB, semanal ;0
G;NBBCM0504-15SB;Natureza da Informação;Q3;Noturno;SB;3;segunda das 21:00 às 23:00, sala A2-S101-SB, quinzenal II/quinta das 19:00 às 21:00, sala A2-S101-SB, semanal ;0
G;NAMCTB001-13SA;Álgebra Linear;Q1;Noturno;SA;6;segunda das 19:00 às 21:00, sala S - 204-0, semanal/quarta das 21:00 às 23:00, sala S - 204-0, semanal/sexta das 19:00 às 21:00, sala S - 204-0, semanal ;0
G;NAMCZB021-13SA;Introdução às Curvas Algébricas;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala L704, semanal/quarta das 19:00 às 21:00, sala L704, semanal ;0
G;NAMCTB001-17SB;Álgebra Linear;Q3;Noturno;SB;6;segunda das 19:00 às 21:00, Lab. A1-S206-SB, semanal/quarta das 21:00 às 23:00, Lab. A1-S206-SB, semanal/sexta das 19:00 às 21:00, Lab. A1-S206-SB, semanal ;0
G;NABCN0407-15SB;Funções de Várias Variáveis;Q1;Noturno;SB;4;segunda das 21:00 às 23:00, sala A2-S201-SB, semanal/quinta das 19:00 às 21:00, sala A2-S201-SB, semanal ;0
G;NBBCN0407-15SB;Funções de Várias Variáveis;Q1;Noturno;SB;4;segunda das 19:00 às 21:00, sala A2-S201-SB, semanal/quinta das 21:00 às 23:00, sala A2-S201-SB, semanal ;0
PG;;Análise Reta;Q1;;SA;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA4BCN0402-15SA;Funções de Uma Variável;Q3;Noturno;SA;4;terca das 21:00 às 23:00, sala S - 214-0, semanal/quinta das 19:00 às 21:00, sala S - 214-0, semanal ;0
G;DABIS0003-15SA;Bases Matemáticas;Q3;Diurno;SA;4;terca das 17:00 às 19:00, sala S - 207-0, semanal/sexta das 17:00 às 19:00, sala S - 207-0, semanal ;0
G;DBMCTB001-13SA;Álgebra Linear;Q1;Diurno;SA;6;segunda das 10:00 às 12:00, sala S - 214-0, semanal/quarta das 08:00 às 10:00, sala S - 214-0, semanal/sexta das 10:00 às 12:00, sala S - 214-0, semanal ;0
G;DAMCTB001-17SA;Álgebra Linear;Q3;Diurno;SA;6;segunda das 08:00 às 10:00, Lab. A - 113-0, semanal/quarta das 10:00 às 12:00, Lab. A - 113-0, semanal/sexta das 08:00 às 10:00, Lab. A - 113-0, semanal ;0
G;DBMCTB001-17SA;Álgebra Linear;Q3;Diurno;SA;6;segunda das 10:00 às 12:00, sala S - 212-0, semanal/quarta das 08:00 às 10:00, sala S - 208-0, semanal/sexta das 10:00 às 12:00, sala S - 205-0, semanal ;0
G;;Coordenador de Álgebra Linear;Q3;Noturno;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA2BIS0005-15SB;Bases Computacionais da Ciência;Q1;Diurno;SB;2;0;terca das 10:00 às 12:00, sala A1-L101-SB, semanal 
G;DB2BIS0005-15SB;Bases Computacionais da Ciência;Q1;Diurno;SB;2;0;terca das 08:00 às 10:00, sala A2-L001-SB, semanal 
G;DAESZI013-13SA;Informática Industrial;Q1;Diurno;SA;4;0;segunda das 08:00 às 12:00, sala 404-2, semanal 
G;DA4BIS0005-15SB;Bases Computacionais da Ciência;Q2;Diurno;SB;2;0;segunda das 10:00 às 12:00, Lab. A2-L003-SB, semanal 
G;NA3BIS0005-15SB;Bases Computacionais da Ciência;Q2;Noturno;SB;2;0;terca das 21:00 às 23:00, sala A2-L001-SB, semanal 
G;NB3BIS0005-15SB;Bases Computacionais da Ciência;Q2;Noturno;SB;2;0;segunda das 19:00 às 21:00, Lab. A1-L002-SB, semanal 
